rank,split,image,hardcase_similarity_score,nearest_prototype,nearest_prototype_count,component_count,fg_frac,nearest_bbox_gap,nearest_center_gap,fg_bg_contrast,image_std,roi_std,top_contributors,panel
640,train,3406.png,1.019210,candidate_shared_failure,6,21,0.042013,0.000000,0.027328,0.289343,0.140769,0.148246,fg_bg_contrast;fg_mean;aspect_median;layout_cy_median,
641,train,15506.png,1.022710,candidate_fixable,7,26,0.014582,0.000000,0.022720,0.411291,0.169535,0.200511,nearest_center_gap;layout_cy_median;fg_bg_contrast;component_count,
642,train,12522.png,1.022730,severe_boundary_shift,6,25,0.054515,0.000000,0.036128,0.326534,0.175667,0.176023,aspect_median;component_area_cv;layout_height;layout_cy_span,
643,train,6322.png,1.023169,candidate_fixable,7,24,0.020653,0.000000,0.025134,0.417789,0.161252,0.197137,nearest_center_gap;fg_bg_contrast;component_area_cv;aspect_median,
644,train,15318.png,1.024053,mixed_boundary_bridge,2,24,0.029362,0.000000,0.032326,0.414575,0.208126,0.217935,compactness_median;fg_mean;component_area_cv;fg_bg_contrast,
645,train,4277.png,1.026683,mixed_boundary_bridge,2,24,0.027482,0.000000,0.023624,0.370277,0.217291,0.228904,layout_width;nearest_center_gap;perimeter_area_median;boundary_fg_ratio,
646,train,1837.png,1.029138,candidate_shared_failure,6,21,0.038233,0.000000,0.023600,0.126281,0.080436,0.065912,aspect_median;image_mean;nearest_center_gap;perimeter_area_median,
647,train,1556.png,1.030814,candidate_fixable,7,20,0.008491,0.000000,0.026463,0.329979,0.153192,0.110214,layout_height;layout_cy_span;nearest_center_gap;thin_component_frac,
648,train,9907.png,1.031342,severe_boundary_shift,6,22,0.039939,0.000000,0.027116,0.328518,0.175469,0.183679,image_mean;bg_mean;component_area_iqr;aspect_median,
649,train,2977.png,1.031916,mixed_boundary_bridge,2,25,0.021397,0.000000,0.024906,0.354332,0.207728,0.223741,layout_width;perimeter_area_median;boundary_fg_ratio;nearest_center_gap,
650,train,14973.png,1.031924,severe_boundary_shift,6,22,0.038688,0.000000,0.027977,0.382525,0.182100,0.184871,component_area_iqr;perimeter_area_median;component_area_median;component_area_min,
651,train,5573.png,1.036275,all_hard,24,22,0.024249,0.000000,0.029151,0.370988,0.183877,0.192817,aspect_median;component_area_min;layout_width;compactness_median,
652,train,9302.png,1.037510,all_hard,24,21,0.028029,0.000000,0.027224,0.401601,0.222849,0.207697,component_area_cv;fg_bg_contrast;image_std;thin_component_frac,
653,train,1728.png,1.037796,severe_boundary_shift,6,17,0.041585,0.000000,0.029803,0.241904,0.136423,0.129649,aspect_median;thin_component_frac;layout_width;layout_cy_median,
654,train,15501.png,1.038614,mixed_boundary_bridge,2,26,0.023901,0.000000,0.023586,0.337993,0.200680,0.189904,aspect_median;nearest_center_gap;layout_width;compactness_median,
655,train,2694.png,1.040496,under_separated_bridge,6,26,0.024885,0.000000,0.032178,0.052082,0.060759,0.039311,image_mean;perimeter_area_median;bg_mean;thin_component_frac,
656,train,1916.png,1.040517,severe_boundary_shift,6,17,0.051879,0.000000,0.032695,0.229520,0.124711,0.126594,compactness_median;component_area_max;component_area_cv;image_mean,
657,train,10055.png,1.041160,mixed_boundary_bridge,2,26,0.039210,0.000000,0.036591,0.385444,0.177049,0.199102,fg_mean;thin_component_frac;component_area_iqr;image_mean,
658,train,1791.png,1.041373,all_hard,24,24,0.021972,0.000000,0.023233,0.233484,0.109166,0.085131,layout_width;aspect_median;compactness_median;nearest_center_gap,
659,train,3387.png,1.046626,under_separated_bridge,6,21,0.026763,0.000000,0.030614,0.045336,0.056308,0.032820,compactness_median;image_mean;bg_mean;thin_component_frac,
660,val,3058.png,1.047163,candidate_shared_failure,6,18,0.052738,0.000000,0.032168,0.059498,0.065745,0.039910,component_area_max;image_mean;bg_mean;component_area_cv,
661,train,6819.png,1.048363,mixed_boundary_bridge,2,25,0.040003,0.000000,0.035242,0.381862,0.195283,0.202694,fg_mean;layout_height;layout_cy_span;image_mean,
662,train,3457.png,1.049118,underreach_high_precision,4,25,0.022082,0.000000,0.031554,0.102492,0.085943,0.030194,thin_component_frac;aspect_median;layout_height;layout_cy_span,
663,train,1608.png,1.049220,under_separated_bridge,6,26,0.057004,0.000000,0.032099,0.105207,0.061054,0.061953,component_area_median;compactness_median;perimeter_area_median;layout_height,
664,train,6877.png,1.054709,underreach_high_precision,4,26,0.036995,0.000000,0.045867,0.353551,0.184995,0.190843,layout_height;layout_cy_span;layout_cy_median;nearest_center_gap,
665,train,1647.png,1.055328,all_hard,24,26,0.020095,0.000000,0.019169,0.303792,0.137135,0.112297,nearest_center_gap;layout_width;layout_height;layout_cy_span,
666,train,1436.png,1.057080,mixed_boundary_bridge,2,25,0.043595,0.000000,0.030509,0.259367,0.146231,0.147962,image_mean;bg_mean;boundary_fg_ratio;perimeter_area_median,
667,train,9237.png,1.057451,severe_boundary_shift,6,20,0.036538,0.000000,0.029106,0.372088,0.183006,0.185951,compactness_median;perimeter_area_median;component_area_median;component_area_iqr,
668,train,14414.png,1.057547,mixed_boundary_bridge,2,27,0.019049,0.000000,0.032093,0.271178,0.174535,0.158883,image_mean;bg_mean;fg_mean;thin_component_frac,
669,train,1417.png,1.058881,severe_boundary_shift,6,18,0.037296,0.000000,0.026178,0.302137,0.162305,0.145002,layout_width;compactness_median;image_mean;component_area_iqr,
670,train,9112.png,1.059544,mixed_boundary_bridge,2,26,0.022897,0.000000,0.030818,0.285773,0.179228,0.178043,image_mean;bg_mean;fg_mean;layout_width,
671,train,2500.png,1.059716,candidate_shared_failure,6,18,0.050993,0.000000,0.039162,0.079535,0.051804,0.048446,component_area_iqr;bg_mean;image_mean;nearest_center_gap,
672,train,1943.png,1.060414,severe_boundary_shift,6,18,0.040767,0.000000,0.024763,0.198123,0.099350,0.102781,aspect_median;component_area_iqr;component_area_cv;component_area_median,
673,train,15057.png,1.060800,candidate_fixable,7,28,0.014746,0.000000,0.023919,0.128141,0.067818,0.056044,nearest_center_gap;component_count;layout_height;layout_cy_span,
674,val,2853.png,1.061928,candidate_fixable,7,22,0.011716,0.000000,0.032252,0.051061,0.033479,0.031381,perimeter_area_median;fg_mean;layout_height;layout_cy_span,
675,train,1540.png,1.063372,all_hard,24,27,0.044065,0.000000,0.035893,0.252176,0.180438,0.119233,component_area_iqr;image_mean;bg_mean;component_area_median,
676,train,15533.png,1.065464,mixed_boundary_bridge,2,26,0.043059,0.000000,0.038012,0.291193,0.166041,0.171466,component_area_min;layout_height;layout_cy_span;component_area_median,
677,train,14843.png,1.065634,severe_boundary_shift,6,21,0.037565,0.000000,0.027238,0.416783,0.170008,0.201643,compactness_median;component_area_iqr;component_area_min;component_area_median,
678,train,10727.png,1.068498,candidate_fixable,7,23,0.022238,0.000000,0.024499,0.352271,0.159368,0.163273,aspect_median;nearest_center_gap;component_area_cv;layout_width,
679,val,3460.png,1.069873,all_hard,24,23,0.021583,0.000000,0.019925,0.172863,0.080220,0.060891,nearest_center_gap;image_mean;bg_mean;layout_width,
680,val,5355.png,1.071319,severe_boundary_shift,6,19,0.042413,0.000000,0.030178,0.411351,0.188222,0.195991,component_area_min;component_area_cv;bg_mean;image_mean,
681,train,15609.png,1.073287,all_hard,24,22,0.031183,0.000000,0.025853,0.344553,0.170978,0.172279,component_area_cv;compactness_median;component_area_max;fg_std,
682,val,6605.png,1.075056,severe_boundary_shift,6,21,0.036386,0.000000,0.026647,0.388411,0.207458,0.204982,thin_component_frac;aspect_median;component_area_iqr;component_area_min,
683,train,3855.png,1.082225,candidate_fixable,7,22,0.012281,0.000000,0.027204,0.240192,0.148900,0.067781,layout_cy_median;layout_height;layout_cy_span;nearest_center_gap,
684,train,1753.png,1.089154,candidate_fixable,7,24,0.012092,0.000000,0.025367,0.249370,0.134215,0.076464,nearest_center_gap;layout_height;layout_cy_span;compactness_median,
685,train,3079.png,1.090039,underreach_high_precision,4,24,0.015118,0.000000,0.037303,0.048108,0.042831,0.034301,fg_mean;compactness_median;boundary_fg_ratio;image_std,
686,train,1577.png,1.092260,all_hard,24,22,0.026147,0.000000,0.022529,0.283188,0.128862,0.127329,layout_width;component_area_cv;layout_cy_median;nearest_center_gap,
687,train,3520.png,1.093151,candidate_fixable,7,26,0.015546,0.000000,0.018682,0.240994,0.112688,0.073679,nearest_center_gap;layout_height;layout_cy_span;component_count,
688,train,7109.png,1.094149,mixed_boundary_bridge,2,27,0.016757,0.000000,0.028382,0.410715,0.168039,0.196214,layout_cy_median;bg_mean;image_mean;component_area_min,
689,train,15529.png,1.095313,severe_boundary_shift,6,24,0.044804,0.000000,0.029317,0.367852,0.219962,0.224756,image_mean;bg_mean;component_area_max;fg_mean,
690,train,15530.png,1.096176,severe_boundary_shift,6,22,0.070125,0.000000,0.034047,0.344982,0.199960,0.196115,component_area_max;layout_height;layout_cy_span;component_area_min,
691,train,8848.png,1.096314,underreach_high_precision,4,28,0.017396,0.000000,0.023335,0.397789,0.162734,0.191453,nearest_center_gap;layout_cy_median;layout_height;layout_cy_span,
692,train,10474.png,1.100912,severe_boundary_shift,6,19,0.065612,0.000000,0.036364,0.382447,0.212453,0.222797,component_area_max;fg_mean;image_mean;roi_std,
693,train,1838.png,1.102225,candidate_fixable,7,25,0.013025,0.000000,0.021043,0.172044,0.069251,0.083290,nearest_center_gap;layout_height;layout_cy_span;layout_cy_median,
694,train,2230.png,1.103154,under_separated_bridge,6,25,0.030118,0.000000,0.025704,0.049142,0.050706,0.031969,aspect_median;thin_component_frac;layout_cy_median;image_mean,
695,train,3878.png,1.103542,under_separated_bridge,6,25,0.022287,0.000000,0.029570,0.084060,0.099657,0.021940,layout_cy_median;compactness_median;boundary_fg_ratio;thin_component_frac,
696,val,1901.png,1.105370,severe_boundary_shift,6,19,0.052171,0.000000,0.028737,0.131087,0.092236,0.060651,bg_mean;image_mean;compactness_median;layout_cy_median,
697,train,8633.png,1.106379,severe_boundary_shift,6,20,0.058907,0.000000,0.037404,0.392204,0.233254,0.228101,component_area_max;aspect_median;nearest_center_gap;compactness_median,
698,train,1775.png,1.107007,candidate_fixable,7,24,0.018985,0.000000,0.021119,0.176526,0.069520,0.079550,nearest_center_gap;layout_height;layout_cy_span;component_area_cv,
699,train,3985.png,1.108090,all_hard,24,25,0.016317,0.000000,0.022956,0.043850,0.026988,0.024783,layout_width;nearest_center_gap;compactness_median;layout_cy_median,
700,train,12840.png,1.111521,severe_boundary_shift,6,25,0.056880,0.000000,0.035599,0.423810,0.215507,0.225805,component_area_cv;component_area_max;layout_height;layout_cy_span,
701,train,1685.png,1.113935,under_separated_bridge,6,26,0.046960,0.000000,0.032014,0.173305,0.109824,0.102649,component_area_min;compactness_median;component_area_median;perimeter_area_median,
702,train,5432.png,1.114063,mixed_boundary_bridge,2,27,0.030326,0.000000,0.031879,0.334675,0.187812,0.196728,image_mean;bg_mean;fg_mean;layout_height,
703,train,1952.png,1.114734,severe_boundary_shift,6,19,0.032905,0.000000,0.025979,0.241499,0.139412,0.103627,compactness_median;layout_width;layout_height;layout_cy_span,
704,train,2797.png,1.115705,candidate_shared_failure,6,20,0.033562,0.000000,0.025361,0.058968,0.054154,0.034965,aspect_median;layout_width;compactness_median;image_mean,
705,train,15548.png,1.117458,all_hard,24,21,0.029305,0.000000,0.022017,0.380197,0.227551,0.203238,layout_cy_median;component_area_cv;nearest_center_gap;fg_std,
706,train,1612.png,1.117822,candidate_fixable,7,24,0.009585,0.000000,0.024896,0.110943,0.047020,0.049942,layout_height;layout_cy_span;nearest_center_gap;thin_component_frac,
707,train,2662.png,1.118974,overmask_low_precision,7,25,0.023450,0.000000,0.020747,0.044341,0.051184,0.027580,layout_width;layout_height;image_mean;bg_mean,
708,train,1606.png,1.120688,severe_boundary_shift,6,22,0.044771,0.000000,0.027174,0.220849,0.133427,0.096874,image_mean;bg_mean;component_area_max;component_area_cv,
709,train,13039.png,1.124540,mixed_boundary_bridge,2,27,0.027274,0.000000,0.026978,0.369141,0.181637,0.202043,layout_cy_median;fg_mean;image_mean;bg_mean,
710,train,2035.png,1.124874,candidate_shared_failure,6,19,0.038587,0.000000,0.023202,0.048911,0.060502,0.030119,aspect_median;component_area_cv;component_area_max;nearest_center_gap,
711,train,3163.png,1.127609,all_hard,24,21,0.020606,0.000000,0.020480,0.171307,0.108478,0.037475,layout_width;nearest_center_gap;layout_height;layout_cy_span,
712,train,11382.png,1.129057,mixed_boundary_bridge,2,26,0.044089,0.000000,0.032754,0.335599,0.184568,0.193048,image_mean;bg_mean;fg_mean;layout_height,
713,train,2484.png,1.137346,severe_boundary_shift,6,18,0.044626,0.000000,0.029483,0.413241,0.207559,0.256625,aspect_median;fg_mean;roi_std;layout_width,
714,train,13890.png,1.137881,severe_boundary_shift,6,21,0.041514,0.000000,0.033230,0.296444,0.176483,0.175275,image_mean;bg_mean;perimeter_area_median;fg_mean,
715,train,1438.png,1.138598,severe_boundary_shift,6,20,0.064974,0.000000,0.033909,0.235738,0.144620,0.142872,aspect_median;component_area_max;component_area_min;layout_height,
716,val,1886.png,1.140509,severe_boundary_shift,6,19,0.043200,0.000000,0.026816,0.003793,0.268528,0.102943,compactness_median;thin_component_frac;image_std;layout_width,
717,train,14214.png,1.142077,mixed_boundary_bridge,2,25,0.034558,0.000000,0.030546,0.372267,0.202572,0.202586,fg_mean;image_mean;bg_mean;aspect_median,
718,val,3366.png,1.143151,under_separated_bridge,6,25,0.029576,0.000000,0.036447,0.046279,0.054512,0.034121,aspect_median;nearest_center_gap;compactness_median;image_mean,
719,train,1383.png,1.143699,severe_boundary_shift,6,24,0.046343,0.000000,0.031425,0.117250,0.060052,0.064227,bg_mean;image_mean;component_area_max;component_area_cv,
720,train,1922.png,1.143875,all_hard,24,23,0.018383,0.000000,0.020166,0.229087,0.117926,0.069104,nearest_center_gap;component_area_cv;thin_component_frac;layout_height,
721,val,1572.png,1.143967,mixed_boundary_bridge,2,25,0.021025,0.000000,0.020645,0.261984,0.139977,0.116323,nearest_center_gap;layout_width;aspect_median;perimeter_area_median,
722,val,4047.png,1.147286,mixed_boundary_bridge,2,24,0.015389,0.000000,0.025285,0.291142,0.179264,0.220439,layout_width;aspect_median;nearest_center_gap;image_mean,
723,train,1635.png,1.148734,candidate_fixable,7,21,0.007494,0.000000,0.028493,0.144236,0.099909,0.065581,thin_component_frac;layout_height;layout_cy_span;layout_cy_median,
724,train,14898.png,1.151444,severe_boundary_shift,6,23,0.050804,0.000000,0.030761,0.304805,0.176986,0.184740,aspect_median;thin_component_frac;perimeter_area_median;layout_height,
725,train,3328.png,1.152415,severe_boundary_shift,6,21,0.066660,0.000000,0.029649,0.039323,0.056699,0.036694,thin_component_frac;component_area_min;component_area_cv;compactness_median,
726,train,1576.png,1.155034,candidate_fixable,7,23,0.009536,0.000000,0.023212,0.287391,0.151955,0.120382,nearest_center_gap;layout_cy_median;layout_height;layout_cy_span,
727,train,4278.png,1.157076,severe_boundary_shift,6,19,0.028681,0.000000,0.024780,0.348263,0.183928,0.222346,component_area_iqr;component_area_median;layout_width;component_area_min,
728,train,1868.png,1.158288,candidate_shared_failure,6,21,0.025894,0.000000,0.021731,0.195016,0.072797,0.095553,layout_width;component_area_cv;nearest_center_gap;compactness_median,
729,train,1514.png,1.158781,mixed_boundary_bridge,2,25,0.038673,0.000000,0.024842,0.176032,0.105822,0.091839,image_mean;bg_mean;perimeter_area_median;aspect_median,
730,train,2129.png,1.159179,overmask_low_precision,7,23,0.025073,0.000000,0.021024,0.164717,0.091381,0.065514,image_mean;bg_mean;fg_mean;component_area_median,
731,train,4137.png,1.162842,severe_boundary_shift,6,18,0.032640,0.000000,0.025349,0.339160,0.182859,0.240827,layout_cy_median;image_mean;bg_mean;component_area_iqr,
732,train,1732.png,1.163515,candidate_shared_failure,6,19,0.033406,0.000000,0.026625,0.123376,0.067899,0.062124,layout_width;aspect_median;compactness_median;perimeter_area_median,
733,train,15588.png,1.165274,mixed_boundary_bridge,2,25,0.043015,0.000000,0.027913,0.328629,0.177097,0.186580,image_mean;aspect_median;bg_mean;fg_mean,
734,train,3212.png,1.165430,severe_boundary_shift,6,23,0.048951,0.000000,0.030612,0.178006,0.210729,0.048821,image_mean;bg_mean;compactness_median;boundary_fg_ratio,
735,train,4085.png,1.165711,mixed_boundary_bridge,2,28,0.027997,0.000000,0.023725,0.322282,0.189078,0.219102,layout_width;perimeter_area_median;nearest_center_gap;aspect_median,
736,train,1675.png,1.166615,all_hard,24,27,0.027973,0.000000,0.022951,0.201933,0.112745,0.061572,image_mean;bg_mean;layout_width;aspect_median,
737,train,1474.png,1.167176,mixed_boundary_bridge,2,27,0.034731,0.000000,0.024656,0.274007,0.188287,0.114807,image_mean;bg_mean;fg_mean;nearest_center_gap,
738,train,1408.png,1.167895,severe_boundary_shift,6,24,0.044825,0.000000,0.028541,0.107103,0.075409,0.069012,bg_mean;image_mean;component_area_max;component_area_cv,
739,train,8184.png,1.167910,severe_boundary_shift,6,19,0.046601,0.000000,0.036137,0.372146,0.222193,0.200941,component_area_min;compactness_median;aspect_median;component_area_cv,
740,train,7346.png,1.174726,severe_boundary_shift,6,21,0.035113,0.000000,0.026479,0.448332,0.203286,0.209911,compactness_median;component_area_iqr;component_area_cv;component_area_min,
741,train,10685.png,1.179344,mixed_boundary_bridge,2,25,0.029932,0.000000,0.030284,0.270480,0.157395,0.150815,image_mean;bg_mean;aspect_median;layout_width,
742,val,10375.png,1.180665,mixed_boundary_bridge,2,28,0.024761,0.000000,0.026034,0.281081,0.160090,0.163142,image_mean;bg_mean;layout_width;fg_mean,
743,train,5514.png,1.186442,severe_boundary_shift,6,20,0.043466,0.000000,0.032393,0.373092,0.205337,0.209705,component_area_min;image_mean;bg_mean;fg_mean,
744,train,1848.png,1.187537,overmask_low_precision,7,24,0.023231,0.000000,0.023512,0.158197,0.074235,0.086786,layout_cy_median;layout_width;compactness_median;component_area_cv,
745,train,3116.png,1.188149,candidate_fixable,7,26,0.011961,0.000000,0.023515,0.045664,0.050838,0.028069,nearest_center_gap;fg_mean;layout_height;layout_cy_span,
746,train,11666.png,1.190020,mixed_boundary_bridge,2,25,0.040607,0.000000,0.035486,0.286407,0.177443,0.167261,image_mean;bg_mean;aspect_median;fg_mean,
747,train,1765.png,1.190027,severe_boundary_shift,6,19,0.027939,0.000000,0.021746,0.228589,0.124032,0.077267,component_area_iqr;component_area_median;nearest_center_gap;layout_height,
748,train,1730.png,1.190834,all_hard,24,22,0.023915,0.000000,0.023170,0.211044,0.104322,0.064624,image_mean;bg_mean;layout_width;layout_height,
749,train,1508.png,1.191207,severe_boundary_shift,6,23,0.044624,0.000000,0.027043,0.146851,0.095881,0.109703,bg_mean;image_mean;aspect_median;component_area_max,
750,train,2344.png,1.193861,severe_boundary_shift,6,18,0.041622,0.000000,0.027010,0.281783,0.136527,0.158178,perimeter_area_median;aspect_median;thin_component_frac;component_area_iqr,
751,train,1818.png,1.195989,candidate_shared_failure,6,19,0.036806,0.000000,0.022880,0.197748,0.129094,0.117865,layout_cy_median;component_area_cv;layout_height;layout_cy_span,
752,train,1920.png,1.196335,candidate_fixable,7,24,0.009153,0.000000,0.019953,0.193152,0.092813,0.067302,nearest_center_gap;layout_height;layout_cy_span;layout_width,
753,val,3678.png,1.203700,candidate_fixable,7,26,0.014153,0.000000,0.018100,0.165271,0.099997,0.031785,nearest_center_gap;layout_height;layout_cy_span;component_count,
754,train,1495.png,1.203763,under_separated_bridge,6,26,0.045094,0.000000,0.027239,0.156635,0.096476,0.078373,image_mean;bg_mean;fg_mean;aspect_median,
755,train,1442.png,1.205817,severe_boundary_shift,6,16,0.030768,0.000000,0.024892,0.191972,0.215536,0.162623,component_area_min;component_area_iqr;component_area_median;layout_cy_median,
756,train,1839.png,1.207241,candidate_shared_failure,6,21,0.024625,0.000000,0.021302,0.117434,0.081258,0.059751,layout_width;nearest_center_gap;component_area_cv;layout_cy_median,
757,train,1400.png,1.210722,severe_boundary_shift,6,22,0.052635,0.000000,0.032077,0.230934,0.171225,0.129794,image_mean;bg_mean;fg_mean;component_area_cv,
758,train,1662.png,1.212316,candidate_fixable,7,23,0.011378,0.000000,0.026457,0.200028,0.104611,0.055641,layout_cy_median;image_mean;bg_mean;nearest_center_gap,
759,train,4150.png,1.213052,mixed_boundary_bridge,2,23,0.012072,0.000000,0.028016,0.248324,0.170379,0.205600,layout_width;thin_component_frac;layout_cy_median;image_mean,
760,train,10003.png,1.217531,candidate_fixable,7,27,0.015129,0.000000,0.023700,0.416327,0.177010,0.200622,layout_cy_median;nearest_center_gap;component_count;fg_bg_contrast,
761,train,2307.png,1.218829,candidate_fixable,7,16,0.007801,0.000000,0.027906,0.033783,0.050387,0.020008,layout_width;perimeter_area_median;layout_height;layout_cy_span,
762,train,10852.png,1.219323,all_hard,24,24,0.018338,0.000000,0.019912,0.233758,0.124011,0.088240,nearest_center_gap;layout_width;layout_height;layout_cy_span,
763,train,1489.png,1.220688,mixed_boundary_bridge,2,24,0.042844,0.000000,0.031388,0.358556,0.214526,0.199467,thin_component_frac;layout_width;compactness_median;boundary_fg_ratio,
764,train,15546.png,1.222704,severe_boundary_shift,6,23,0.078334,0.000000,0.035922,0.274300,0.170949,0.159408,aspect_median;component_area_max;component_area_median;fg_frac,
765,train,1411.png,1.223820,candidate_fixable,7,20,0.015792,0.000000,0.024705,0.223820,0.110662,0.138151,layout_height;layout_cy_span;nearest_center_gap;compactness_median,
766,train,1617.png,1.225302,under_separated_bridge,6,25,0.054676,0.000000,0.028694,0.076763,0.044959,0.050306,component_area_iqr;component_area_median;perimeter_area_median;aspect_median,
767,train,1843.png,1.226077,candidate_fixable,7,24,0.015033,0.000000,0.024754,0.122907,0.074357,0.050331,image_mean;bg_mean;aspect_median;nearest_center_gap,
768,train,10526.png,1.229335,severe_boundary_shift,6,20,0.038763,0.000000,0.027754,0.350599,0.178444,0.175254,component_area_cv;component_area_min;thin_component_frac;perimeter_area_median,
769,train,12329.png,1.232868,mixed_boundary_bridge,2,27,0.040221,0.000000,0.038360,0.323332,0.207891,0.210847,image_mean;bg_mean;fg_mean;layout_height,
770,val,3596.png,1.233317,candidate_fixable,7,24,0.007875,0.000000,0.021120,0.354708,0.167076,0.078353,nearest_center_gap;thin_component_frac;layout_height;layout_cy_span,
771,train,6207.png,1.234176,underreach_high_precision,4,20,0.014453,0.000000,0.043281,0.235161,0.156177,0.137164,image_mean;bg_mean;component_area_min;fg_mean,
772,train,2070.png,1.234783,underreach_high_precision,4,24,0.012380,0.000000,0.029893,0.035393,0.050497,0.033008,perimeter_area_median;boundary_fg_ratio;nearest_center_gap;image_std,
773,train,1748.png,1.235123,severe_boundary_shift,6,18,0.036190,0.000000,0.043829,0.313461,0.173679,0.092008,nearest_center_gap;layout_width;aspect_median;component_area_min,
774,train,3994.png,1.241390,candidate_fixable,7,24,0.012233,0.000000,0.025563,0.279822,0.175413,0.213130,image_mean;bg_mean;nearest_center_gap;layout_height,
775,train,2934.png,1.242182,severe_boundary_shift,6,17,0.051167,0.000000,0.029686,0.456389,0.249942,0.268389,layout_cy_median;aspect_median;roi_std;thin_component_frac,
776,train,8850.png,1.243026,mixed_boundary_bridge,2,25,0.024606,0.000000,0.032249,0.260141,0.189155,0.173777,image_mean;bg_mean;fg_mean;layout_height,
777,train,15600.png,1.245413,all_hard,24,21,0.029280,0.000000,0.023439,0.428004,0.176563,0.209667,component_area_cv;layout_width;aspect_median;fg_bg_contrast,
778,train,13971.png,1.256946,mixed_boundary_bridge,2,27,0.019463,0.000000,0.011834,0.389795,0.206484,0.207658,nearest_center_gap;component_area_min;layout_width;fg_mean,
779,train,4067.png,1.258307,all_hard,24,22,0.043455,0.000000,0.045548,0.072470,0.083297,0.031268,nearest_center_gap;component_area_iqr;layout_width;component_area_median,
780,train,9545.png,1.264241,mixed_boundary_bridge,2,23,0.018454,0.000000,0.032722,0.233679,0.140191,0.140581,image_mean;bg_mean;layout_width;fg_mean,
781,train,1380.png,1.264831,candidate_shared_failure,6,23,0.041470,0.000000,0.028249,0.243506,0.140697,0.141436,aspect_median;fg_bg_contrast;layout_width;fg_mean,
782,train,1756.png,1.275934,all_hard,24,23,0.019738,0.000000,0.022265,0.183789,0.089676,0.065620,layout_width;image_mean;bg_mean;thin_component_frac,
783,train,1592.png,1.286646,candidate_fixable,7,23,0.008740,0.000000,0.023413,0.485616,0.232542,0.204485,layout_height;layout_cy_span;nearest_center_gap;fg_bg_contrast,
784,train,14530.png,1.291200,severe_boundary_shift,6,20,0.029143,0.000000,0.021354,0.376087,0.209590,0.195560,layout_height;layout_cy_span;nearest_center_gap;thin_component_frac,
785,train,1481.png,1.293512,mixed_boundary_bridge,2,27,0.024650,0.000000,0.028916,0.104915,0.058093,0.062383,image_mean;bg_mean;aspect_median;perimeter_area_median,
786,val,13441.png,1.295034,mixed_boundary_bridge,2,23,0.022686,0.000000,0.035865,0.272310,0.161049,0.165157,image_mean;bg_mean;aspect_median;fg_mean,
787,train,2045.png,1.298144,candidate_fixable,7,25,0.013440,0.000000,0.017753,0.141891,0.076179,0.036346,nearest_center_gap;layout_height;layout_cy_span;layout_width,
788,train,1437.png,1.305724,all_hard,24,18,0.025640,0.000000,0.023413,0.378628,0.179766,0.136904,component_area_cv;layout_width;fg_mean;component_area_max,
789,train,3654.png,1.312359,candidate_fixable,7,25,0.008680,0.000000,0.020652,0.146844,0.058046,0.058098,nearest_center_gap;layout_height;layout_cy_span;thin_component_frac,
790,train,14160.png,1.315525,candidate_fixable,7,24,0.006316,0.000000,0.019338,0.126628,0.069442,0.050831,nearest_center_gap;layout_height;layout_cy_span;thin_component_frac,
791,val,3700.png,1.315745,under_separated_bridge,6,23,0.067387,0.000000,0.030630,0.090810,0.089405,0.040788,aspect_median;component_area_median;component_area_iqr;fg_frac,
792,train,1589.png,1.321885,severe_boundary_shift,6,21,0.074218,0.000000,0.040068,0.431844,0.267197,0.272504,component_area_iqr;nearest_center_gap;component_area_median;image_std,
793,train,4026.png,1.324098,all_hard,24,22,0.022506,0.000000,0.020337,0.334385,0.165049,0.232219,image_mean;nearest_center_gap;bg_mean;fg_mean,
794,train,2330.png,1.325086,candidate_shared_failure,6,19,0.046947,0.000000,0.022770,0.062366,0.045855,0.038350,aspect_median;component_area_max;component_area_cv;image_mean,
795,train,1850.png,1.330953,candidate_fixable,7,24,0.014302,0.000000,0.018186,0.209481,0.073302,0.100479,nearest_center_gap;component_area_cv;layout_width;layout_height,
796,train,1384.png,1.334018,severe_boundary_shift,6,23,0.056075,0.000000,0.030952,0.112242,0.077149,0.069480,bg_mean;image_mean;aspect_median;layout_height,
797,train,1594.png,1.337528,candidate_fixable,7,23,0.009987,0.000000,0.024840,0.615701,0.210447,0.293264,fg_bg_contrast;layout_height;layout_cy_span;nearest_center_gap,
798,train,3176.png,1.337977,all_hard,24,24,0.035687,0.000000,0.025923,0.290278,0.262809,0.089473,image_mean;bg_mean;fg_mean;image_std,
799,train,1461.png,1.339952,mixed_boundary_bridge,2,26,0.026879,0.000000,0.030322,0.113908,0.067828,0.066992,image_mean;bg_mean;layout_width;perimeter_area_median,
800,train,7062.png,1.341833,severe_boundary_shift,6,24,0.050204,0.000000,0.038406,0.299193,0.171157,0.170959,image_mean;bg_mean;layout_height;layout_cy_span,
801,train,10390.png,1.343116,underreach_high_precision,4,19,0.009949,0.000000,0.032459,0.372376,0.193179,0.187932,perimeter_area_median;compactness_median;boundary_fg_ratio;component_count,
802,train,3832.png,1.357267,candidate_fixable,7,25,0.011028,0.000000,0.020101,0.340666,0.163559,0.076479,nearest_center_gap;layout_height;layout_cy_span;compactness_median,
803,train,2258.png,1.357550,candidate_fixable,7,20,0.012520,0.000000,0.017950,0.197783,0.095106,0.062147,nearest_center_gap;layout_width;layout_height;layout_cy_span,
